State,Name,ID,Org Type,SSW,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
TX,STAR Transit(STAR),6114,City,N,MB,DO,1,2,,35.9,,35.1,,35.1,,2.2,,2.2,,2.2,,0.0 ,W,
,,,,,Total,,40,41,,35.9,,"1,394.3",,"1,239.4",,61.1,,51.5,,155.4,,"1,637.0",,
TX,Special Programs for Aging Needs(SPAN),6116,City,Y,DR,DO,27,,,,,,,641.1,,,,35.1,,41.3,,,,
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,DR,DO,57,61,,0.0 ,,"2,176.9",,"2,026.8",,114.8,,107.8,,212.9,,"3,707.8",,
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,MB,DO,8,9,,354.3,,414.2,,350.8,,15.0,,13.7,,75.1,,"2,272.2",,
TX,"Texoma Area Paratransit System, Inc(TAPS)",6107,City,N,MB,PT,1,2,,30.3,,60.5,,30.5,,1.4,,0.7,,23.5,,"1,426.1",,
,,,,,Total,,66,72,,384.6,,"2,651.7",,"2,408.0",,131.2,,122.2,,311.5,,"7,406.1",,
TX,The Gulf Coast Center(Connect Transit),6082,Agency,N,DR,DO,16,22,,0.0 ,,447.2,,387.1,,21.9,,19.2,,41.0,,737.2,,
TX,The Gulf Coast Center(Connect Transit),6082,Agency,N,DT,PT,7,7,,0.0 ,,79.1,,79.1,,3.3,,3.3,,6.0,,94.9,,
TX,The Gulf Coast Center(Connect Transit),6082,Agency,N,MB,DO,17,21,,630.2,,619.6,,525.7,,33.0,,28.3,,142.0,,951.5,,
,,,,,Total,,40,50,,630.2,,"1,145.8",,991.9,,58.2,,50.8,,189.1,,"1,783.6",,
TX,VIA Metropolitan Transit(VIA),6011,Agency,N,DR,PT,97,121,,0.0 ,,"5,386.6",,"4,592.1",,275.6,,236.5,,519.8,,"6,012.9",,
TX,VIA Metropolitan Transit(VIA),6011,Agency,N,DR,DO,92,105,,0.0 ,,"5,398.6",,"4,611.1",,284.8,,247.0,,531.3,,"6,151.0",,
TX,VIA Metropolitan Transit(VIA),6011,Agency,N,MB,DO,345,446,,"20,440.8",,"22,369.5",,"20,216.6",,"1,610.8",,"1,527.5",,"44,157.5",,"186,167.3",,
TX,VIA Metropolitan Transit(VIA),6011,Agency,N,VP,PT,157,160,,0.0 ,,"2,305.9",,"2,305.9",,45.9,,45.9,,284.9,,"13,597.4",,
,,,,,Total,,691,832,,"20,440.8",,"35,460.5",,"31,725.7",,"2,217.1",,"2,056.9",,"45,493.5",,"211,928.6",,
TX,"Waco Transit System, Inc.(WTS)",6012,City,N,DR,DO,9,34,,0.0 ,,247.3,,223.0,,21.3,,18.1,,26.9,,164.1,,
TX,"Waco Transit System, Inc.(WTS)",6012,City,N,MB,DO,15,19,,780.3,,790.2,,774.5,,50.4,,49.5,,849.8,,"4,004.4",,
,,,,,Total,,24,53,,780.3,,"1,037.5",,997.6,,71.7,,67.6,,876.8,,"4,168.5",,
TX,Wichita Falls Transit System,6035,City,Y,MB,DO,9,,,,,,,536.3,,,,31.9,,356.0,,,,
UT,Cache Valley Transit District(CVTD),8028,Agency,N,DR,DO,5,8,,0.0 ,,123.3,,108.7,,10.8,,9.8,,27.2,,108.9,,
UT,Cache Valley Transit District(CVTD),8028,Agency,N,MB,DO,17,26,,820.2,,840.4,,819.9,,55.5,,53.2,,"2,063.8",,"7,563.3",,
,,,,,Total,,22,34,,820.2,,963.7,,928.6,,66.2,,63.0,,"2,091.0",,"7,672.2",,
UT,City of St. George(SunTran),8026,City,Y,DR,DO,2,,,,,,,26.7,,,,6.5,,5.9,,,,
UT,City of St. George(SunTran),8026,City,Y,MB,DO,4,,,,,,,244.3,,,,17.7,,413.8,,,,
,,,,,Total,,6,,,,,,,271.0,,,,24.2,,419.7,,,,
UT,Utah Transit Authority(UTA),8001,Agency,N,CR,DO,34,56,,"1,939.5",,"1,983.0",,"1,925.3",,71.8,,69.2,,"1,610.8",,"41,565.9",,
UT,Utah Transit Authority(UTA),8001,Agency,N,DR,DO,106,112,,0.0 ,,"2,171.9",,"1,779.2",,177.8,,146.0,,403.3,,"3,528.5",,
UT,Utah Transit Authority(UTA),8001,Agency,N,DR,PT,67,81,,0.0 ,,"1,560.0",,"1,185.1",,86.8,,72.4,,157.5,,"1,875.2",,
UT,Utah Transit Authority(UTA),8001,Agency,N,DT,PT,5,5,,0.0 ,,43.7,,43.7,,5.3,,5.3,,5.0,,30.9,,
UT,Utah Transit Authority(UTA),8001,Agency,N,LR,DO,71,100,,"3,883.8",,"3,971.0",,"3,845.1",,314.7,,310.1,,"15,333.5",,"71,081.4",,
UT,Utah Transit Authority(UTA),8001,Agency,N,MB,DO,481,515,,"15,809.2",,"18,221.9",,"15,869.3",,"1,171.4",,866.3,,"21,560.4",,"124,309.2",,
UT,Utah Transit Authority(UTA),8001,Agency,N,VP,DO,438,458,,0.0 ,,"8,042.8",,"8,042.8",,192.7,,192.7,,"1,417.2",,"59,336.8",,
,,,,,Total,,"1,202",1327,,"21,632.6",,"35,994.3",,"32,690.5",,"2,020.5",,"1,434.9",,"40,487.6",,"301,728.0",,
VA,Arlington Transit - Arlington County(ART),3080,City,N,DR,PT,9,10,,0.0 ,,292.8,,237.2,,24.3,,22.1,,27.9,,266.7,,
VA,Arlington Transit - Arlington County(ART),3080,City,N,DT,PT,14,14,,0.0 ,,95.0,,95.0,,11.3,,11.3,,50.0,,147.9,,
VA,Arlington Transit - Arlington County(ART),3080,City,N,MB,PT,31,46,,"1,077.2",,"1,203.7",,"1,066.7",,103.1,,92.5,,"2,261.1",,"4,748.4",,
,,,,,Total,,54,70,,"1,077.2",,"1,591.5",,"1,398.8",,138.7,,125.8,,"2,339.0",,"5,163.0",,
VA,Blacksburg Transit(BT),3091,City,N,DR,DO,8,11,,0.0 ,,148.4,,120.9,,20.6,,17.1,,30.0,,105.1,,
VA,Blacksburg Transit(BT),3091,City,N,MB,DO,33,46,,706.0,,814.6,,744.3,,81.2,,77.5,,"3,339.4",,"6,329.4",,
,,,,,Total,,41,57,,706.0,,963.0,,865.2,,101.7,,94.6,,"3,369.4",,"6,434.5",,
VA,Bristol Virginia Transit(BVT),3053,City,Y,DR,DO,1,,,,,,,15.3,,,,2.6,,1.7,,,,
VA,Bristol Virginia Transit(BVT),3053,City,Y,MB,DO,4,,,,,,,181.9,,,,7.0,,86.9,,,,
,,,,,Total,,5,,,,,,,197.3,,,,9.6,,88.6,,,,
VA,Charlottesville Area Transit(CAT),3036,City,Y,MB,DO,25,,,,,,,948.0,,,,88.8,,"2,312.1",,,,
VA,City of Alexandria (DASH),3071,City,N,DT,PT,28,28,,0.0 ,,272.3,,272.3,,15.1,,15.1,,64.7,,335.3,,
VA,City of Alexandria (DASH),3071,City,N,MB,PT,3,5,,32.2,,62.6,,30.9,,12.6,,11.4,,437.5,,408.4,,
VA,City of Alexandria (DASH),3071,City,N,MB,DO,49,63,,"1,410.7",,"1,555.9",,"1,392.1",,164.5,,151.1,,"3,750.8",,"9,151.7",,
,,,,,Total,,80,96,,"1,442.8",,"1,890.8",,"1,695.3",,192.2,,177.7,,"4,253.0",,"9,895.3",,
VA,City of Danville Mass Transit System(Danville Transit),3069,City,N,DR,DO,3,6,,0.0 ,,191.6,,100.6,,10.3,,5.7,,27.0,,183.5,,
VA,City of Danville Mass Transit System(Danville Transit),3069,City,N,MB,DO,6,9,,277.4,,283.3,,275.2,,17.9,,17.6,,240.0,,"1,152.1",,
,,,,,Total,,9,15,,277.4,,474.9,,375.8,,28.2,,23.2,,267.0,,"1,335.7",,
VA,City of Fairfax CUE Bus(CUE),3058,City,N,MB,DO,8,12,,451.6,,444.2,,428.9,,34.1,,33.5,,899.2,,"3,263.9",,
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),3094,City,N,DR,DO,5,8,,0.0 ,,86.3,,78.3,,10.1,,9.5,,20.2,,78.4,,
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),3094,City,N,DT,PT,1,1,,0.0 ,,7.6,,7.6,,0.9,,0.9,,2.6,,7.6,,
VA,City of Harrisonburg Department of Public Transportation(Harrisonburg Transit),3094,City,N,MB,DO,27,27,,457.6,,530.6,,507.7,,53.6,,51.8,,"2,063.3",,"5,209.8",,
,,,,,Total,,33,36,,457.6,,624.5,,593.6,,64.5,,62.2,,"2,086.1",,"5,295.8",,
VA,Fairfax Connector Bus System(Fairfax Connector),3068,City,N,MB,PT,178,257,,"8,199.2",,"8,906.4",,"8,195.5",,600.9,,560.1,,"10,283.3",,"78,317.9",,
VA,Fredericksburg Regional Transit(FRED),3079,City,N,MB,DO,20,30,,911.4,,946.2,,911.4,,56.4,,55.1,,527.1,,"3,373.7",,
VA,Greater Lynchburg Transit Company(GLTC),3008,Agency,N,DR,DO,8,10,,0.0 ,,148.1,,125.8,,13.1,,9.5,,26.9,,117.7,,
VA,Greater Lynchburg Transit Company(GLTC),3008,Agency,N,MB,DO,22,40,,"1,015.2",,"1,594.3",,"1,069.0",,120.2,,93.1,,"2,704.4",,"8,902.6",,
,,,,,Total,,30,50,,"1,015.2",,"1,742.3",,"1,194.8",,133.3,,102.6,,"2,731.3",,"9,020.3",,
VA,Greater Richmond Transit Company(GRTC Transit System),3006,Agency,N,DR,DO,67,71,,0.0 ,,"3,348.8",,"2,818.3",,169.9,,148.3,,261.2,,"3,232.1",,
VA,Greater Richmond Transit Company(GRTC Transit System),3006,Agency,N,MB,PT,3,4,,105.6,,114.4,,105.6,,4.7,,3.9,,21.2,,706.4,,
VA,Greater Richmond Transit Company(GRTC Transit System),3006,Agency,N,MB,DO,135,166,,"4,647.8",,"5,307.5",,"4,634.0",,440.9,,404.7,,"12,169.9",,"33,671.6",,
VA,Greater Richmond Transit Company(GRTC Transit System),3006,Agency,N,VP,PT,117,128,,0.0 ,,"3,762.0",,"3,762.0",,72.2,,72.2,,366.7,,"24,942.1",,
,,,,,Total,,322,369,,"4,753.4",,"12,532.7",,"11,319.9",,687.6,,629.0,,"12,818.9",,"62,552.2",,
VA,Greater Roanoke Transit Company(Valley Metro),3007,City,N,DR,PT,17,49,,0.0 ,,586.7,,586.7,,35.0,,35.0,,52.1,,539.7,,
VA,Greater Roanoke Transit Company(Valley Metro),3007,City,N,MB,DO,35,47,,"1,553.3",,"1,649.8",,"1,551.6",,115.1,,109.6,,"2,291.1",,"10,195.4",,
,,,,,Total,,52,96,,"1,553.3",,"2,236.5",,"2,138.3",,150.1,,144.6,,"2,343.2",,"10,735.1",,
VA,"JAUNT, Inc.",3045,Agency,N,DR,DO,60,70,,0.0 ,,"2,169.5",,"1,785.8",,137.4,,105.2,,318.8,,"3,619.0",,
VA,Loudoun County Commuter Bus Service - Office of Transportation Services(LC Transit),3081,City,N,MB,PT,50,56,,"1,581.2",,"2,822.2",,"1,574.5",,99.4,,46.5,,"1,210.5",,"38,610.8",,
VA,"Martz Group, National Coach Works of Virginia(NCW)",3103,For-Profit,N,CB,DO,14,18,,428.0,,487.5,,428.0,,14.7,,12.9,,225.3,,"9,875.5",,
VA,Petersburg Area Transit(PAT),3009,City,Y,DR,DO,6,,,,,,,27.5,,,,8.0,,8.0,,,,
VA,Petersburg Area Transit(PAT),3009,City,Y,MB,DO,14,,,,,,,342.6,,,,38.5,,585.6,,,,
,,,,,Total,,20,,,,,,,370.1,,,,46.4,,593.7,,,,
VA,Potomac and Rappahannock Transportation Commission(PRTC),3070,Agency,N,MB,PT,112,136,,"3,081.5",,"4,834.6",,"3,080.5",,232.8,,163.3,,"3,326.7",,"58,121.8",,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Agency,N,DR,PT,80,87,,0.0 ,,"3,426.6",,"2,993.0",,217.9,,194.2,,346.2,,"3,905.9",,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Agency,N,FB,PT,2,3,,12.4,,12.4,,12.4,,6.0,,6.0,,293.2,,148.0,,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Agency,N,MB,DO,221,273,,"11,137.7",,"10,832.3",,"10,790.2",,797.3,,787.9,,"15,724.6",,"100,107.9",,
VA,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit(HRT)",3083,Agency,N,VP,DO,52,74,,0.0 ,,886.7,,886.7,,23.8,,23.8,,179.3,,"6,676.2",,
,,,,,Total,,355,437,,"11,150.1",,"15,158.1",,"14,682.4",,"1,045.1",,"1,012.0",,"16,543.4",,"110,838.1",,
VA,Virginia Railway Express(VRE),3073,Agency,N,CR,PT,87,127,,"1,920.6",,"2,144.2",,"1,924.0",,71.4,,61.6,,"4,645.6",,"144,938.9",,
VA,Williamsburg Area Transit Authority(WATA),3076,Agency,N,DR,DO,4,5,,0.0 ,,53.5,,39.5,,3.8,,3.1,,4.0,,23.4,,
VA,Williamsburg Area Transit Authority(WATA),3076,Agency,N,MB,PT,17,21,,361.0,,361.0,,343.4,,32.8,,31.4,,"1,767.7",,"1,217.8",,
VA,Williamsburg Area Transit Authority(WATA),3076,Agency,N,MB,DO,23,25,,953.1,,997.0,,951.4,,65.2,,57.6,,"1,056.2",,"5,069.6",,
,,,,,Total,,44,51,,"1,314.2",,"1,411.5",,"1,334.2",,101.7,,92.2,,"2,827.9",,"6,310.7",,
VI,Virgin Islands Department of Public Works(VIDPW),4188,State DOT,N,DR,DO,11,11,,0.0 ,,284.1,,225.0,,29.0,,0.0 ,N,25.3,,221.2,,
VI,Virgin Islands Department of Public Works(VIDPW),4188,State DOT,N,MB,DO,11,11,,0.0 ,,0.0 ,N,0.0 ,N,0.0 ,N,0.0 ,N,179.4,,353.2,,
,,,,,Total,,22,22,,0.0 ,,284.1,,225.0,,29.0,,0.0 ,,204.7,,574.4,,
VT,Chittenden County Transportation Authority(CCTA),1066,Agency,N,DR,PT,18,24,,0.0 ,,439.9,,366.4,,34.5,,29.4,,48.4,,233.6,,
VT,Chittenden County Transportation Authority(CCTA),1066,Agency,N,MB,DO,46,55,,"1,370.3",,"1,559.9",,"1,358.3",,110.7,,100.7,,"2,511.1",,"10,557.4",,
,,,,,Total,,64,79,,"1,370.3",,"1,999.8",,"1,724.6",,145.2,,130.0,,"2,559.6",,"10,791.0",,
WA,Ben Franklin Transit(BFT),0018,Agency,N,DR,DO,85,90,,0.0 ,,"2,126.5",,"1,870.2",,132.1,,121.7,,335.0,,"1,459.9",,
WA,Ben Franklin Transit(BFT),0018,Agency,N,DR,PT,23,24,,0.0 ,,241.3,,241.3,,16.2,,16.2,,67.6,,398.1,,
WA,Ben Franklin Transit(BFT),0018,Agency,N,DT,PT,7,7,,0.0 ,,391.7,,391.7,,20.2,,20.2,,66.1,,509.2,,
WA,Ben Franklin Transit(BFT),0018,Agency,N,MB,DO,66,70,,"2,248.2",,"2,444.0",,"2,246.2",,142.1,,132.9,,"3,079.8",,"23,257.6",,
WA,Ben Franklin Transit(BFT),0018,Agency,N,VP,DO,406,410,,0.0 ,,"5,031.8",,"5,031.8",,116.6,,116.6,,"1,293.2",,"50,633.0",,
,,,,,Total,,587,601,,"2,248.2",,"10,235.3",,"9,781.2",,427.1,,407.5,,"4,841.7",,"76,257.8",,
WA,Central Puget Sound Regional Transit Authority(ST),0040,Agency,N,CB,PT,44,56,,"2,429.7",,"3,216.7",,"2,433.1",,137.4,,91.0,,"3,136.0",,"55,590.6",,
WA,Central Puget Sound Regional Transit Authority(ST),0040,Agency,N,CB,DO,174,231,,"9,078.4",,"12,692.4",,"9,193.1",,554.4,,462.2,,"11,398.4",,"162,661.9",,
WA,Central Puget Sound Regional Transit Authority(ST),0040,Agency,N,CR,PT,56,69,,"1,508.9",,"1,519.3",,"1,498.4",,47.3,,38.6,,"2,626.7",,"61,549.3",,
WA,Central Puget Sound Regional Transit Authority(ST),0040,Agency,N,LR,DO,2,3,,82.6,,82.9,,82.6,,10.0,,9.8,,983.9,,921.6,,
WA,Central Puget Sound Regional Transit Authority(ST),0040,Agency,N,LR,PT,26,62,,"2,464.4",,"2,561.8",,"2,460.4",,137.9,,130.8,,"7,847.8",,"62,428.4",,
,,,,,Total,,302,421,,"15,564.0",,"20,073.2",,"15,667.7",,887.0,,641.4,,"25,992.9",,"343,151.9",,
WA,City of Seattle - Seattle Center Monorail Transit(SMS),0023,City,N,MG,PT,4,8,,217.4,,217.4,,217.4,,20.8,,20.8,,"1,890.9",,"1,701.8",,
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),0024,Agency,N,DR,DO,39,58,,0.0 ,,"1,366.9",,"1,192.2",,82.6,,75.9,,206.6,,"1,468.5",,
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),0024,Agency,N,MB,DO,91,108,,"3,941.3",,"4,656.7",,"3,939.5",,282.6,,258.1,,"6,723.8",,"33,748.7",,
WA,Clark County Public Transportation Benefit Area Authority(C-Tran),0024,Agency,N,VP,DO,15,20,,0.0 ,,145.6,,145.6,,4.2,,4.2,,28.2,,756.3,,
,,,,,Total,,145,186,,"3,941.3",,"6,169.2",,"5,277.3",,369.3,,338.3,,"6,958.6",,"35,973.5",,
WA,Everett Transit(ET),0005,City,N,DR,DO,19,22,,0.0 ,,628.1,,568.0,,50.2,,47.7,,119.2,,721.8,,
WA,Everett Transit(ET),0005,City,N,MB,DO,42,49,,"1,448.3",,"1,662.0",,"1,448.8",,130.8,,121.4,,"2,334.8",,"8,524.7",,
,,,,,Total,,61,71,,"1,448.3",,"2,290.2",,"2,016.8",,181.0,,169.0,,"2,454.0",,"9,246.5",,
WA,Intercity Transit(I.T.),0019,Agency,N,DR,DO,33,38,,0.0 ,,904.9,,809.3,,71.0,,66.3,,149.1,,926.3,,
WA,Intercity Transit(I.T.),0019,Agency,N,MB,DO,56,68,,"2,702.6",,"2,861.3",,"2,703.0",,207.4,,199.1,,"4,505.3",,"19,003.7",,
WA,Intercity Transit(I.T.),0019,Agency,N,VP,DO,200,233,,0.0 ,,"3,180.8",,"3,180.8",,84.2,,84.2,,684.1,,"23,829.3",,
,,,,,Total,,289,339,,"2,702.6",,"6,947.0",,"6,693.0",,362.6,,349.6,,"5,338.5",,"43,759.3",,
WA,King County Department of Transportation - Metro Transit Division(King County Metro),0001,City,N,DR,PT,394,452,,0.0 ,,"11,726.7",,"10,035.7",,778.3,,686.7,,"1,177.1",,"12,618.5",,
WA,King County Department of Transportation - Metro Transit Division(King County Metro),0001,City,N,DT,PT,44,44,,0.0 ,,494.2,,494.2,,18.8,,18.8,,76.6,,591.0,,
WA,King County Department of Transportation - Metro Transit Division(King County Metro),0001,City,N,MB,PT,31,40,,881.8,,"1,066.2",,881.5,,83.7,,76.3,,826.4,,"2,564.3",,
WA,King County Department of Transportation - Metro Transit Division(King County Metro),0001,City,N,MB,DO,932,1366,,"30,648.7",,"39,517.1",,"31,203.8",,"2,930.4",,"2,537.2",,"87,686.4",,"426,831.9",,
WA,King County Department of Transportation - Metro Transit Division(King County Metro),0001,City,N,RB,DO,23,36,,869.5,,"1,007.7",,874.4,,80.2,,73.6,,"2,900.8",,"12,238.7",,
WA,King County Department of Transportation - Metro Transit Division(King County Metro),0001,City,N,SR,DO,3,3,,62.0,,62.1,,61.7,,11.7,,11.5,,714.5,,631.7,,
WA,King County Department of Transportation - Metro Transit Division(King County Metro),0001,City,N,TB,DO,122,158,,"3,482.6",,"3,050.1",,"2,907.2",,436.0,,418.8,,"20,582.0",,"37,660.7",,
WA,King County Department of Transportation - Metro Transit Division(King County Metro),0001,City,N,VP,DO,"1,085",1638,,0.0 ,,"12,546.3",,"12,546.3",,335.0,,335.0,,"3,122.7",,"63,380.4",,
,,,,,Total,,"2,634",3737,,"35,944.7",,"69,470.3",,"59,004.8",,"4,674.0",,"4,157.8",,"117,086.6",,"556,517.0",,
WA,King County Ferry District(KCFD),0054,Agency,N,FB,DO,2,2,,50.2,,49.6,,49.6,,5.0,,5.0,,383.8,,"2,108.5",,
WA,Kitsap Transit,0020,Agency,N,DR,DO,96,109,,0.0 ,,"1,430.0",,"1,321.9",,89.8,,84.7,,301.5,,"1,733.8",,
WA,Kitsap Transit,0020,Agency,N,DT,PT,3,3,,0.0 ,,5.5,,5.5,,0.2,,0.2,,1.1,,5.8,,
WA,Kitsap Transit,0020,Agency,N,FB,PT,3,4,,6.2,,47.0,,46.0,,6.2,,6.1,,454.6,,708.9,,
WA,Kitsap Transit,0020,Agency,N,MB,DO,84,113,,"1,994.1",,"2,390.7",,"1,952.4",,137.6,,108.0,,"2,914.4",,"14,797.4",,
WA,Kitsap Transit,0020,Agency,N,VP,DO,108,133,,0.0 ,,"1,143.9",,"1,143.9",,37.2,,37.2,,262.3,,"5,308.3",,
,,,,,Total,,294,362,,"2,000.3",,"5,017.2",,"4,469.7",,271.2,,236.4,,"3,933.9",,"22,554.3",,
WA,Link Transit,0043,Agency,N,DR,PT,8,11,,0.0 ,,39.6,,39.6,,1.3,,1.3,,9.5,,76.1,,
WA,Link Transit,0043,Agency,N,DR,DO,17,24,,0.0 ,,256.6,,232.9,,21.8,,20.6,,62.0,,232.6,,
WA,Link Transit,0043,Agency,N,MB,DO,33,50,,"1,677.3",,"1,803.0",,"1,674.8",,87.6,,81.3,,962.3,,"9,780.5",,
,,,,,Total,,58,85,,"1,677.3",,"2,099.2",,"1,947.3",,110.7,,103.2,,"1,033.8",,"10,089.2",,
WA,Pierce County Ferry Operations(Pierce County Ferry),0028,City,N,FB,PT,1,2,,40.1,,40.1,,40.1,,5.7,,5.7,,183.9,,772.5,,
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),0003,Agency,N,DR,DO,35,36,,0.0 ,,798.9,,708.1,,54.3,,49.2,,125.1,,"1,009.0",,
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),0003,Agency,N,DR,PT,87,129,,0.0 ,,"2,558.3",,"2,228.3",,159.8,,143.2,,312.2,,"2,562.5",,
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),0003,Agency,N,MB,DO,151,189,,"5,503.1",,"6,406.4",,"5,499.4",,498.9,,451.5,,"12,147.9",,"47,443.3",,
WA,Pierce County Transportation Benefit Area Authority(Pierce Transit),0003,Agency,N,VP,DO,293,326,,0.0 ,,"4,668.8",,"4,668.8",,140.5,,140.5,,859.5,,"25,462.1",,
,,,,,Total,,566,680,,"5,503.1",,"14,432.4",,"13,104.6",,853.6,,784.4,,"13,444.7",,"76,476.9",,
WA,RiverCities Transit (RCT),0016,City,N,DR,PT,14,14,,0.0 ,,206.6,,192.9,,22.9,,21.5,,63.6,,201.0,,
WA,RiverCities Transit (RCT),0016,City,N,MB,DO,5,9,,232.0,,229.5,,224.3,,17.9,,17.6,,388.1,,"1,813.0",,
,,,,,Total,,19,23,,232.0,,436.1,,417.2,,40.8,,39.1,,451.6,,"2,014.0",,
WA,Skagit Transit,0044,Agency,N,DR,DO,16,19,,0.0 ,,319.8,,274.0,,26.0,,24.3,,58.3,,328.8,,
WA,Skagit Transit,0044,Agency,N,MB,DO,16,23,,825.2,,896.9,,824.6,,51.9,,48.0,,624.7,,"6,515.7",,
WA,Skagit Transit,0044,Agency,N,VP,DO,41,48,,0.0 ,,844.4,,844.4,,23.8,,23.8,,107.2,,"4,488.5",,
,,,,,Total,,73,90,,825.2,,"2,061.1",,"1,943.1",,101.7,,96.1,,790.3,,"11,333.0",,
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),0029,Agency,N,CB,PT,59,65,,"1,028.5",,"2,176.0",,"1,027.9",,91.4,,42.8,,"1,606.7",,"31,084.2",,
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),0029,Agency,N,DR,PT,49,54,,0.0 ,,"1,944.8",,"1,598.8",,101.2,,88.6,,204.3,,"2,248.0",,
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),0029,Agency,N,MB,DO,142,199,,"6,452.2",,"8,231.2",,"6,433.5",,469.7,,406.6,,"6,951.2",,"52,855.5",,
WA,Snohomish County Public Transportation Benefit Area Corporation(Community Transit),0029,Agency,N,VP,DO,360,415,,0.0 ,,"4,866.5",,"4,866.5",,155.1,,155.1,,892.9,,"23,973.9",,
,,,,,Total,,610,733,,"7,480.7",,"17,218.5",,"13,926.7",,817.5,,693.1,,"9,655.1",,"110,161.7",,
WA,Spokane Transit Authority(STA),0002,Agency,N,DR,DO,60,70,,0.0 ,,"1,332.2",,"1,229.4",,90.7,,84.4,,254.2,,"1,880.7",,
WA,Spokane Transit Authority(STA),0002,Agency,N,DR,PT,41,50,,0.0 ,,"1,465.9",,"1,275.6",,92.5,,81.8,,231.4,,"1,641.5",,
WA,Spokane Transit Authority(STA),0002,Agency,N,MB,DO,120,156,,"5,567.4",,"6,015.8",,"5,539.5",,420.0,,397.2,,"10,832.0",,"42,955.8",,
WA,Spokane Transit Authority(STA),0002,Agency,N,VP,DO,92,108,,0.0 ,,"1,025.2",,"1,025.2",,27.3,,27.3,,232.8,,"5,773.8",,
,,,,,Total,,313,384,,"5,567.4",,"9,839.1",,"9,069.7",,630.5,,590.8,,"11,550.4",,"52,251.9",,
WA,Washington State Ferries(WSF),0035,State DOT,N,FB,DO,18,21,,904.9,,911.8,,905.4,,126.7,,125.9,,"22,346.9",,"173,179.0",,
WA,Whatcom Transportation Authority(WTA),0021,Agency,N,DR,DO,29,37,,0.0 ,,852.6,,770.8,,62.3,,56.6,,174.2,,989.6,,
WA,Whatcom Transportation Authority(WTA),0021,Agency,N,DT,PT,2,2,,0.0 ,,23.4,,23.4,,1.1,,1.1,,2.7,,24.9,,
WA,Whatcom Transportation Authority(WTA),0021,Agency,N,MB,DO,43,59,,"1,735.5",,"1,892.6",,"1,735.2",,132.8,,125.4,,"5,125.6",,"15,345.0",,
WA,Whatcom Transportation Authority(WTA),0021,Agency,N,VP,DO,20,39,,0.0 ,,443.2,,443.2,,8.3,,8.3,,52.0,,"2,487.5",,
,,,,,Total,,94,137,,"1,735.5",,"3,211.8",,"2,972.6",,204.5,,191.4,,"5,354.5",,"18,847.1",,
WA,Yakima Transit(YT),0006,City,N,DR,PT,26,32,,0.0 ,,478.1,,425.5,,43.1,,40.3,,83.2,,300.4,,
WA,Yakima Transit(YT),0006,City,N,MB,DO,20,24,,851.0,,874.5,,850.9,,60.9,,59.8,,"1,441.6",,"4,344.9",,
WA,Yakima Transit(YT),0006,City,N,VP,DO,30,34,,0.0 ,,620.1,,620.1,,13.8,,13.8,,107.1,,"5,676.1",,
,,,,,Total,,76,90,,851.0,,"1,972.7",,"1,896.5",,117.7,,113.8,,"1,631.9",,"10,321.4",,
WI,Belle Urban System - Racine(The Bus),5006,City,N,DR,DO,7,7,,0.0 ,,170.5,,152.8,,14.1,,12.8,,31.5,,152.8,,
WI,Belle Urban System - Racine(The Bus),5006,City,N,MB,DO,28,35,,"1,121.7",,"1,198.5",,"1,120.2",,93.1,,88.0,,"1,539.9",,"5,389.6",,
,,,,,Total,,35,42,,"1,121.7",,"1,369.0",,"1,273.1",,107.2,,100.8,,"1,571.4",,"5,542.3",,
WI,Chippewa Falls General Public Shared-Ride Taxi System(CFTN),5133,Agency,Y,DR,PT,8,,,,,,,190.2,,,,17.1,,67.3,,,,
WI,City of Appleton - Valley Transit( ),5001,City,N,DR,PT,54,62,,0.0 ,,"1,019.3",,895.4,,39.9,,35.6,,145.9,,873.8,,
WI,City of Appleton - Valley Transit( ),5001,City,N,MB,PT,16,40,,159.0,,235.5,,161.5,,11.1,,8.1,,41.6,,442.7,,
WI,City of Appleton - Valley Transit( ),5001,City,N,MB,DO,21,29,,877.8,,888.3,,880.5,,59.1,,57.8,,"1,073.7",,"4,402.0",,
